id,is_humor,funniness_average
tweet203,0,0.18109347
tweet204,1,1.9464064
tweet205,0,0.0832411
tweet206,1,1.5130754
tweet207,0,0.24472754
tweet208,1,2.1586435
tweet209,0,0.6144399
tweet210,1,0.9932693
tweet211,1,1.9049677
tweet212,0,0.5098056
tweet213,1,2.051561
tweet214,0,0.22014254
tweet215,0,0.121313594
tweet216,0,0.1099174
tweet217,1,1.0750706
tweet218,1,0.94081444
tweet219,0,0.17179878
tweet220,1,2.074308
tweet221,0,0.4627647
tweet222,0,-0.2819503
tweet223,1,0.771397
tweet224,0,0.1486443
tweet225,0,0.4821581
tweet226,1,0.9663456
tweet227,1,1.2831098
tweet228,0,-0.022022333
tweet229,1,2.2033582
tweet230,0,0.28277516
tweet231,1,0.7997962
tweet232,1,2.1395822
tweet233,1,1.776595
tweet234,0,-0.032585334
tweet235,0,-0.015353372
tweet236,1,2.3915024
tweet237,1,1.9134544
tweet238,0,0.16043276
tweet239,0,0.23976201
tweet240,1,1.4495721
tweet241,1,1.7860318
tweet242,1,1.9332108
tweet243,0,-0.008085232
tweet244,0,0.53042716
tweet245,1,1.8660367
tweet246,0,0.0065605654
tweet247,1,2.468754
tweet248,1,1.8515253
tweet249,0,0.21710153
tweet250,0,0.42055264
tweet251,0,0.07140138
tweet252,0,0.37935698
tweet253,0,0.19734363
tweet254,1,1.8500845
tweet255,0,0.17437159
tweet256,1,1.8596591
tweet257,1,1.8137922
tweet258,0,0.04556022
tweet259,1,2.4688547
tweet260,0,0.09536753
tweet261,0,0.3480812
tweet262,0,0.12804984
tweet263,0,-0.17184164
tweet264,1,2.0754843
tweet265,1,1.6749139
tweet266,1,1.2347218
tweet267,0,0.5647012
tweet268,0,0.43908718
tweet269,1,2.298691
tweet270,0,0.39681008
tweet271,1,1.7635074
tweet272,1,2.2677732
tweet273,1,1.5694042
tweet274,0,0.14151554
tweet275,1,2.5875006
tweet276,1,2.409536
tweet277,0,-0.09239333
tweet278,1,0.70507646
tweet279,0,0.10268241
tweet280,1,2.0781
tweet281,0,0.5103241
tweet282,1,1.8574591
tweet283,0,0.48862675
tweet284,1,0.93059975
tweet285,1,2.1258948
tweet286,0,0.115766585
tweet287,1,2.021769
tweet288,1,1.5824039
tweet289,0,0.483925
tweet290,1,1.1998073
tweet291,0,0.15890755
tweet292,0,-0.41695142
tweet293,1,2.0207598
tweet294,1,2.0422285
tweet295,0,-0.23855388
tweet296,1,2.219232
tweet297,0,0.02692142
tweet298,1,1.7237996
tweet299,0,-0.039606318
tweet300,0,0.25254095
tweet301,1,1.9417822
tweet302,0,0.059939183
tweet303,0,0.034760498
tweet304,1,0.9788862
tweet305,1,2.0974832
tweet306,1,0.50549734
tweet307,1,2.098185
tweet308,1,2.0423298
tweet309,1,0.8009453
tweet310,0,0.6672906
tweet311,1,2.1648495
tweet312,0,-0.018855477
tweet313,0,0.77808684
tweet314,0,0.20578739
tweet315,1,0.6932313
tweet316,0,-0.02119555
tweet317,0,0.55318713
tweet318,0,-0.042575236
tweet319,0,0.55566365
tweet320,1,1.8093159
tweet321,0,-0.08823317
tweet322,0,0.044541083
tweet323,1,2.0004485
tweet324,1,1.9009683
tweet325,1,1.8715429
tweet326,0,0.5494842
tweet327,0,0.44802746
tweet328,1,2.2556553
tweet329,1,1.9451206
tweet330,1,2.23306
tweet331,1,2.198432
tweet332,1,1.0649303
tweet333,0,-0.057417236
tweet334,0,0.0875941
tweet335,0,0.4767784
tweet336,1,2.9754233
tweet337,0,-0.044413164
tweet338,0,0.36034608
tweet339,0,-0.20003527
tweet340,0,0.51181555
tweet341,0,0.7237736
tweet342,0,0.11172454
tweet343,0,-0.110701144
tweet344,0,0.34904495
tweet345,1,1.6318555
tweet346,0,0.2148883
tweet347,0,0.26785937
tweet348,0,0.4780466
tweet349,0,-0.14265625
tweet350,1,1.4896348
tweet351,1,2.3615375
tweet352,0,-0.09716733
tweet353,1,1.2255771
tweet354,1,2.0916216
tweet355,0,0.24408089
tweet356,1,1.60169
tweet357,0,0.47229737
tweet358,1,2.2637951
tweet359,0,0.16086502
tweet360,1,0.8394279
tweet361,0,0.02762534
tweet362,0,0.6849554
tweet363,0,0.19663231
tweet364,0,0.9275508
tweet365,1,2.3115857
tweet366,0,-0.059101243
tweet367,0,0.20634815
tweet368,0,0.26954877
tweet369,1,1.6642975
tweet370,1,1.2090349
tweet371,0,0.5492184
tweet372,1,0.75990504
tweet373,0,0.14609316
tweet374,0,0.15995537
tweet375,1,1.4305767
tweet376,1,1.706756
tweet377,0,-0.06890957
tweet378,1,1.057764
tweet379,0,0.74194777
tweet380,1,1.5619453
tweet381,1,1.2795876
tweet382,1,1.3934889
tweet383,0,0.31438255
tweet384,1,2.4097626
tweet385,0,0.20070417
tweet386,1,1.4957384
tweet387,1,0.89411306
tweet388,1,1.7947898
tweet389,0,0.6890213
tweet390,0,-0.21157518
tweet391,1,2.077948
tweet392,1,1.8312745
tweet393,0,0.04174355
tweet394,1,1.8338747
tweet395,0,0.026406303
tweet396,1,2.0965524
tweet397,0,0.41043127
tweet398,0,0.3996586
tweet399,1,1.2437023
tweet400,0,0.17890337
tweet401,1,1.6722903
tweet402,0,0.70713687
tweet403,0,-0.068734385
tweet404,1,1.9321389
tweet405,0,0.49103278
tweet406,0,0.14208102
tweet407,0,0.28952888
tweet408,0,0.12042227
tweet409,0,-0.08968803
tweet410,1,2.17986
tweet411,0,-0.24700457
tweet412,1,0.9751867
tweet413,1,1.7498426
tweet414,0,0.1304307
tweet415,0,0.33145988
tweet416,1,1.8325703
tweet417,0,0.09773431
tweet418,1,1.5002067
tweet419,0,0.05233574
tweet420,1,1.5474854
tweet421,0,0.07387766
tweet422,1,1.6946183
tweet423,0,0.24974538
tweet424,1,1.7491597
tweet425,0,0.06791076
tweet426,0,0.18965155
tweet427,0,0.0035861856
tweet428,1,1.2651678
tweet429,0,0.65269035
tweet430,1,1.4865777
tweet431,1,2.4602942
tweet432,1,1.8567961
tweet433,1,1.5576328
tweet434,0,0.13366655
tweet435,1,1.0446384
tweet436,0,0.38831878
tweet437,1,1.0586733
tweet438,0,0.18942213
tweet439,0,0.90582967
tweet440,0,0.075303204
tweet441,0,0.07493641
tweet442,0,-0.57067734
tweet443,1,1.7461209
tweet444,0,0.35755244
tweet445,1,1.7286355
tweet446,1,2.8540475
tweet447,0,0.08589895
tweet448,1,1.4634175
tweet449,1,2.1166575
tweet450,1,0.83653724
tweet451,0,0.19279857
tweet452,1,0.64462066
tweet453,0,0.37883776
tweet454,0,0.22495417
tweet455,0,0.5500813
tweet456,0,-0.24653284
tweet457,0,0.20846611
tweet458,1,1.587996
tweet459,1,0.992175
tweet460,0,-0.086949274
tweet461,0,0.24097069
tweet462,0,0.43889275
tweet463,0,0.18232094
tweet464,0,0.23454653
tweet465,1,0.9340009
tweet466,1,1.608664
tweet467,0,-0.23412961
tweet468,0,0.0930295
tweet469,1,1.3495287
tweet470,0,0.39724368
tweet471,0,0.24177967
tweet472,0,0.024132831
tweet473,0,-0.03261191
tweet474,0,0.11172682
tweet475,0,0.14236677
tweet476,1,1.9478024
tweet477,0,0.117906
tweet478,0,0.51759803
tweet479,0,0.82899565
tweet480,0,0.2971847
tweet481,0,-0.35289302
tweet482,1,1.8883698
tweet483,0,0.37223274
tweet484,1,1.9365033
tweet485,1,1.2074003
tweet486,1,0.57518846
tweet487,0,-0.046695862
tweet488,1,2.27087
tweet489,0,-0.27022088
tweet490,0,-0.07178642
tweet491,0,-0.0799634
tweet492,1,2.1352212
tweet493,0,0.14887413
tweet494,1,0.664138
tweet495,0,0.25930822
tweet496,0,0.068830036
tweet497,0,0.71229863
tweet498,1,2.1503615
tweet499,1,0.7660914
tweet500,0,0.021876235
tweet501,0,0.0649848
tweet502,1,1.8228914
tweet503,1,2.8730295
tweet504,1,2.4605503
tweet505,0,0.25489953
tweet506,0,0.20103025
tweet507,0,0.18104221
tweet508,0,0.1576646
tweet509,1,2.0429454
tweet510,0,0.6880855
tweet511,1,2.2965517
tweet512,1,0.73111945
tweet513,1,2.7494535
tweet514,1,1.7522732
tweet515,0,0.053341866
tweet516,0,0.047103748
tweet517,0,0.11768611
tweet518,0,0.38517028
tweet519,0,0.16535448
tweet520,0,0.3727313
tweet521,0,0.28619438
tweet522,1,1.8677478
tweet523,1,1.3509984
tweet524,1,1.1087912
tweet525,0,0.16317992
tweet526,0,0.32688946
tweet527,0,0.0827884
tweet528,1,2.1098428
tweet529,0,0.15728946
tweet530,0,0.0012298184
tweet531,1,1.7403585
tweet532,0,-0.14201343
tweet533,0,0.08477569
tweet534,1,1.7135357
tweet535,0,-0.11170707
tweet536,1,2.2097545
tweet537,0,0.13851862
tweet538,0,0.34217253
tweet539,0,-0.10682831
tweet540,1,1.8669358
tweet541,1,1.4356972
tweet542,0,0.26793498
tweet543,1,0.821781
tweet544,1,2.105004
tweet545,1,0.77147776
tweet546,0,0.27473423
tweet547,0,0.1754115
tweet548,1,1.3991573
tweet549,1,1.6077037
tweet550,0,0.68223345
tweet551,1,1.6577803
tweet552,0,-0.17315137
tweet553,1,2.170464
tweet554,1,1.0924734
tweet555,0,0.056614507
tweet556,1,0.8381501
tweet557,1,0.74646074
tweet558,1,1.8747844
tweet559,0,-0.09743404
tweet560,0,0.5173637
tweet561,0,0.31106055
tweet562,1,1.3762361
tweet563,0,0.48113674
tweet564,0,0.18547428
tweet565,1,1.6620082
tweet566,1,0.7578864
tweet567,0,-0.040830597
tweet568,0,0.2526227
tweet569,0,0.028655862
tweet570,1,1.0576956
tweet571,1,1.5568042
tweet572,0,0.23597167
tweet573,1,2.2088952
tweet574,0,0.5686075
tweet575,1,0.63941705
tweet576,1,2.1448069
tweet577,0,0.086753234
tweet578,0,0.60260797
tweet579,1,2.2969613
tweet580,1,1.3382938
tweet581,1,0.6267667
tweet582,0,-0.15996115
tweet583,0,0.08858308
tweet584,0,0.037982017
tweet585,0,0.57699794
tweet586,0,0.026427364
tweet587,0,0.13409387
tweet588,0,0.4093188
tweet589,1,2.1246283
tweet590,1,1.5085711
tweet591,1,1.0394087
tweet592,0,-0.18548147
tweet593,1,2.21931
tweet594,0,0.09054427
tweet595,0,0.1230217
tweet596,0,0.81285757
tweet597,1,2.3318336
tweet598,0,-0.115162365
tweet599,1,1.841992
tweet600,0,-0.050679192
tweet601,0,0.08974143
tweet602,0,0.15958102
tweet603,0,-0.119909465
tweet604,1,1.8257004
tweet605,0,-0.36531886
tweet606,0,0.26552808
tweet607,1,1.2522476
tweet608,0,0.3073417
tweet609,0,0.84588754
tweet610,0,0.37324867
tweet611,1,2.1613572
tweet612,1,2.1579003
tweet613,1,1.6500685
tweet614,0,-0.41872826
tweet615,0,0.16569738
tweet616,0,0.1740076
tweet617,1,2.0184927
tweet618,0,0.066783465
tweet619,0,0.004753406
tweet620,0,0.7156313
tweet621,1,1.3738223
tweet622,0,0.35422248
tweet623,0,0.25423133
tweet624,1,1.939898
tweet625,0,0.40500912
tweet626,0,-0.085496366
tweet627,1,2.0701902
tweet628,0,0.089362785
tweet629,1,1.5804701
tweet630,1,2.2727334
tweet631,0,0.045809545
tweet632,1,2.2548606
tweet633,0,0.33829367
tweet634,0,0.626528
tweet635,1,1.8579946
tweet636,1,0.9603806
tweet637,0,0.022936206
tweet638,1,2.065076
tweet639,1,1.310362
tweet640,0,0.018678159
tweet641,0,0.5653655
tweet642,1,2.1751132
tweet643,0,0.616563
tweet644,1,1.5583296
tweet645,1,2.0248296
tweet646,0,0.21409799
tweet647,0,0.5625281
tweet648,0,0.07750321
tweet649,0,0.073943
tweet650,0,0.2188472
tweet651,1,1.8807698
tweet652,0,0.19243658
tweet653,1,1.1633627
tweet654,1,1.0700787
tweet655,1,1.6124398
tweet656,1,1.6503235
tweet657,1,2.1331031
tweet658,0,0.43632737
tweet659,1,1.6504132
tweet660,0,0.13846333
tweet661,0,-0.037250556
tweet662,1,2.215341
tweet663,1,0.9503639
tweet664,0,0.2396531
tweet665,1,1.7736145
tweet666,0,-0.042593773
tweet667,0,0.21176815
tweet668,1,1.9728302
tweet669,0,0.22721888
tweet670,1,1.5592675
tweet671,1,2.0949385
tweet672,1,0.94617224
tweet673,1,0.9491413
tweet674,0,-0.10987462
tweet675,0,0.15159167
tweet676,1,1.5436499
tweet677,1,1.7707388
tweet678,0,0.1544422
tweet679,1,2.122229
tweet680,0,0.19197729
tweet681,1,2.36696
tweet682,0,0.13433771
tweet683,0,-0.06748968
tweet684,0,0.05090865
tweet685,0,0.2812078
tweet686,1,2.2194066
tweet687,1,1.8299478
tweet688,0,0.060893763
tweet689,1,2.1474414
tweet690,1,1.7295663
tweet691,0,0.72844744
tweet692,0,0.05003796
tweet693,1,1.5088818
tweet694,1,2.2164013
tweet695,0,-0.1485531
tweet696,0,0.12295125
tweet697,1,1.1860358
tweet698,1,1.0155488
tweet699,1,1.9501076
tweet700,0,0.45205376
tweet701,1,1.681241
tweet702,0,-0.25376773
tweet703,0,-0.34659195
tweet704,0,0.09383004
tweet705,0,0.22857398
tweet706,0,0.3348054
tweet707,0,1.1189305
tweet708,0,-0.0793486
tweet709,0,0.04341714
tweet710,0,0.6895853
tweet711,1,2.092695
tweet712,0,0.19627276
tweet713,1,1.1531795
tweet714,1,1.9922236
tweet715,0,0.15738364
tweet716,1,2.0492563
tweet717,0,-0.14326642
tweet718,0,0.025607385
tweet719,0,0.024261136
tweet720,1,1.3128079
tweet721,0,0.61803246
tweet722,1,2.2097158
tweet723,0,0.09147604
tweet724,1,2.0366414
tweet725,0,0.30934146
tweet726,0,0.26933804
tweet727,1,2.5009727
tweet728,0,-0.36096945
tweet729,1,2.0870757
tweet730,1,1.4415987
tweet731,0,0.1574499
tweet732,1,1.6354679
tweet733,1,1.6582564
tweet734,0,-0.033725195
tweet735,1,1.93813
tweet736,0,-0.008111926
tweet737,1,0.6924994
tweet738,0,0.1823279
tweet739,1,2.1187973
tweet740,0,0.466304
tweet741,0,0.21034501
tweet742,1,1.3731816
tweet743,0,0.08798743
tweet744,1,2.1045606
tweet745,0,-0.18487976
tweet746,1,2.0283306
tweet747,0,0.59032774
tweet748,0,0.26826602
tweet749,0,0.38226676
tweet750,0,0.28229064
tweet751,0,0.006942428
tweet752,1,1.9026376
tweet753,1,1.2990869
tweet754,0,0.4013639
tweet755,0,0.16430901
tweet756,1,2.1470058
tweet757,0,0.95915025
tweet758,1,2.0587797
tweet759,0,0.10082971
tweet760,0,1.0040723
tweet761,0,0.6895335
tweet762,0,0.34599742
tweet763,0,0.018223103
tweet764,0,-0.21649036
tweet765,1,1.4356627
tweet766,0,0.2845863
tweet767,0,0.34470502
tweet768,0,-0.009362316
tweet769,0,0.058370348
tweet770,1,1.308174
tweet771,1,1.0699974
tweet772,0,0.6270111
tweet773,0,0.1277707
tweet774,0,0.09188016
tweet775,1,1.6157067
tweet776,1,1.2365843
tweet777,1,0.78249466
tweet778,0,0.1758324
tweet779,0,0.14035547
tweet780,1,1.5577006
tweet781,0,0.62865645
tweet782,1,2.0381696
tweet783,0,0.1080045
tweet784,0,0.6860839
tweet785,1,2.2334325
tweet786,1,1.7468289
tweet787,0,0.12109352
tweet788,0,0.2748451
tweet789,1,1.3646417
tweet790,0,0.13605277
tweet791,0,0.030477483
tweet792,1,1.7024965
tweet793,1,1.8582157
tweet794,0,0.034657426
tweet795,1,1.8994589
tweet796,0,-0.10589583
tweet797,1,2.6278403
tweet798,0,0.2713478
tweet799,1,2.0213575
tweet800,1,2.6368551
tweet801,0,0.40655145
tweet802,1,2.0486274
tweet803,1,2.1303077
tweet804,1,2.230647
tweet805,0,0.24751988
tweet806,1,1.365503
tweet807,0,0.25186214
tweet808,1,0.67582923
tweet809,0,0.05316413
tweet810,1,1.1617345
tweet811,1,0.89805603
tweet812,1,2.344935
tweet813,0,0.1758622
tweet814,0,0.21611084
tweet815,0,-0.1938732
tweet816,1,1.9043801
tweet817,0,0.20718779
tweet818,0,0.23102707
tweet819,0,0.052992687
tweet820,0,0.1868334
tweet821,1,1.0594144
tweet822,1,1.4157681
tweet823,1,2.4131477
tweet824,1,1.2333003
tweet825,1,0.8524102
tweet826,1,1.1057553
tweet827,1,1.6868192
tweet828,1,2.3370125
tweet829,1,1.6112043
tweet830,1,1.9251105
tweet831,1,2.0277078
tweet832,1,1.852573
tweet833,0,0.47299072
tweet834,1,2.3865535
tweet835,1,2.462997
tweet836,1,1.8489692
tweet837,0,-0.39212555
tweet838,0,0.227699
tweet839,0,0.53517413
tweet840,0,0.05145608
tweet841,1,1.6945105
tweet842,0,0.11595743
tweet843,0,0.21695873
tweet844,0,0.1871163
tweet845,0,0.5510335
tweet846,0,0.5023506
tweet847,0,-0.17478436
tweet848,1,1.9363388
tweet849,1,0.86911905
tweet850,0,0.41049254
tweet851,0,0.14546245
tweet852,1,1.4235356
tweet853,0,0.69394565
tweet854,0,-0.1662602
tweet855,0,0.23533088
tweet856,0,0.16911139
tweet857,0,0.33198372
tweet858,1,0.96312934
tweet859,1,1.2636391
tweet860,0,0.2245683
tweet861,0,0.4796688
tweet862,0,0.101885006
tweet863,1,2.0661855
tweet864,0,-0.03479564
tweet865,1,1.7085031
tweet866,1,2.1353254
tweet867,0,0.07959596
tweet868,0,-0.07993316
tweet869,0,0.106233746
tweet870,0,0.58099115
tweet871,0,0.15429932
tweet872,1,0.8889138
tweet873,1,1.6661948
tweet874,1,2.3831196
tweet875,1,2.4405024
tweet876,0,0.012403687
tweet877,1,0.83229285
tweet878,1,1.3390648
tweet879,1,0.71683085
tweet880,1,1.5358547
tweet881,1,1.2432464
tweet882,1,1.2679622
tweet883,1,2.3595984
tweet884,1,1.7082398
tweet885,1,1.3239444
tweet886,0,0.3118361
tweet887,0,0.11050118
tweet888,0,0.5662062
tweet889,0,0.07368952
tweet890,0,0.4651079
tweet891,1,1.1192645
tweet892,1,1.5440745
tweet893,0,0.6420718
tweet894,0,0.17675191
tweet895,1,0.6849425
tweet896,1,1.3269222
tweet897,0,0.4451449
tweet898,1,0.8678014
tweet899,1,1.495267
tweet900,0,0.31929493
tweet901,0,0.059024516
tweet902,1,1.67701
tweet903,0,0.2841977
tweet904,1,0.9887513
tweet905,1,2.156844
tweet906,0,0.4205209
tweet907,1,0.9316297
tweet908,0,0.11326203
tweet909,1,1.1434925
tweet910,1,2.1835134
tweet911,0,0.31725675
tweet912,0,-0.29510903
tweet913,0,0.1276897
tweet914,0,0.23739712
tweet915,1,2.2105894
tweet916,0,0.114179105
tweet917,0,0.0065483833
tweet918,1,2.0845366
tweet919,0,0.06610174
tweet920,0,0.013251118
tweet921,0,0.59076005
tweet922,0,0.14827551
tweet923,1,2.0887208
tweet924,0,0.12759894
tweet925,1,2.270642
tweet926,0,0.5930757
tweet927,1,2.1561623
tweet928,1,2.0827436
tweet929,1,1.6427842
tweet930,1,1.1276952
tweet931,0,0.3673569
tweet932,1,0.878324
tweet933,0,0.041433092
tweet934,0,-0.2027562
tweet935,0,1.013067
tweet936,0,0.12318781
tweet937,1,1.120871
tweet938,0,0.05814815
tweet939,0,0.018075215
tweet940,0,0.46931535
tweet941,1,1.3171562
tweet942,0,-0.05984013
tweet943,0,0.043562457
tweet944,0,0.41420922
tweet945,0,0.4270096
tweet946,0,-0.09860737
tweet947,0,0.3537701
tweet948,1,1.3720709
tweet949,0,0.565775
tweet950,1,2.091514
tweet951,0,0.1213974
tweet952,0,0.024234671
tweet953,0,0.11017516
tweet954,0,0.4439858
tweet955,1,1.5111556
tweet956,0,0.07178387
tweet957,0,-0.12303517
tweet958,0,-0.1977719
tweet959,0,-0.24377453
tweet960,1,0.9796519
tweet961,1,2.2227411
tweet962,0,0.11596466
tweet963,1,1.8716463
tweet964,0,-0.06353821
tweet965,1,1.2160068
tweet966,1,2.163327
tweet967,1,1.2445072
tweet968,1,0.78459686
tweet969,0,0.47514248
tweet970,1,1.808547
tweet971,0,0.023164408
tweet972,1,1.795051
tweet973,0,0.21674238
tweet974,0,0.30698997
tweet975,0,0.47797784
tweet976,1,0.7218249
tweet977,1,0.6604552
tweet978,0,0.28121606
tweet979,0,0.546098
tweet980,1,1.2377234
tweet981,0,0.03219329
tweet982,0,0.13003907
tweet983,0,-0.19001915
tweet984,1,2.263749
tweet985,0,-0.30372295
tweet986,0,0.06508215
tweet987,1,1.9211502
tweet988,0,0.28732222
tweet989,0,0.44546142
tweet990,1,1.8307197
tweet991,1,1.2183937
tweet992,1,2.2124
tweet993,0,0.15332098
tweet994,1,1.8348186
tweet995,0,0.3213863
tweet996,1,1.0554866
tweet997,1,1.3943727
tweet998,0,0.37404442
tweet999,1,0.7600148
tweet1000,1,0.8163953
tweet1001,1,0.86905456
tweet1002,1,1.4003981
tweet1003,1,0.79558617
tweet1004,0,0.9333239
tweet1005,1,1.2734394
tweet1006,0,-0.099641584
tweet1007,1,2.131196
tweet1008,0,0.007995389
tweet1009,0,0.059107315
tweet1010,1,0.9895001
tweet1011,0,-0.043732557
tweet1012,1,2.0631213
tweet1013,0,0.3567942
tweet1014,1,1.426607
tweet1015,1,2.1441035
tweet1016,0,0.25658673
tweet1017,0,0.16112003
tweet1018,1,2.1572018
tweet1019,0,0.042816125
tweet1020,0,0.19521345
tweet1021,1,1.5504051
tweet1022,0,0.31622502
tweet1023,0,0.29190668
tweet1024,0,0.2048013
tweet1025,1,1.7169613
tweet1026,1,1.6685364
tweet1027,1,2.1250257
tweet1028,0,-0.013661955
tweet1029,1,1.0937624
tweet1030,0,0.042892136
tweet1031,0,0.10911107
tweet1032,1,1.9701741
tweet1033,0,0.21974218
tweet1034,0,-0.055450797
tweet1035,0,0.3917062
tweet1036,0,0.72088504
tweet1037,1,1.2219868
tweet1038,0,0.64259344
tweet1039,1,1.0805265
tweet1040,0,0.10414419
tweet1041,1,1.624311
tweet1042,0,-0.0102483835
tweet1043,0,0.15285723
tweet1044,1,1.5879836
tweet1045,0,0.27606484
tweet1046,0,-0.15935372
tweet1047,1,0.80978996
tweet1048,1,2.0907295
tweet1049,0,-0.04612812
tweet1050,1,2.217437
tweet1051,1,2.210155
tweet1052,0,0.064274244
tweet1053,1,1.9416238
tweet1054,1,2.231613
tweet1055,0,-0.07625309
tweet1056,0,0.65183693
tweet1057,0,0.47816807
tweet1058,1,2.4585888
tweet1059,1,1.9206718
tweet1060,1,1.4668226
tweet1061,0,0.04498135
tweet1062,1,1.76842
tweet1063,0,0.24347244
tweet1064,0,0.265584
tweet1065,1,2.5996225
tweet1066,0,0.060797878
tweet1067,0,-0.027278254
