id,is_humor,funniness_average
tweet399,1,1.34673
tweet400,0,0.91332
tweet401,1,1.55284
tweet402,1,0.36019
tweet403,0,0.23252
tweet404,1,1.62172
tweet405,1,0.94320
tweet406,0,0.23048
tweet407,0,0.43875
tweet408,0,0.08739
tweet409,0,-0.06099
tweet410,1,2.14837
tweet411,0,0.29957
tweet412,0,0.10867
tweet413,1,1.85844
tweet414,0,0.21023
tweet415,0,0.58889
tweet416,1,2.03311
tweet417,0,0.21157
tweet418,1,1.73746
tweet419,0,0.19202
tweet420,1,1.01019
tweet421,0,0.12661
tweet422,1,1.75552
tweet423,0,0.28580
tweet424,1,1.75397
tweet425,0,0.20260
tweet426,0,0.27749
tweet427,0,0.33995
tweet428,1,1.03318
tweet429,0,0.46885
tweet430,1,1.62815
tweet431,1,2.39921
tweet432,1,1.91962
tweet433,1,1.62903
tweet434,0,0.25676
tweet435,1,1.52829
tweet436,0,0.75457
tweet437,1,1.26022
tweet438,0,0.42576
tweet439,0,0.68354
tweet440,0,0.24150
tweet441,0,0.19936
tweet442,0,-0.12025
tweet443,1,1.62875
tweet444,0,0.16938
tweet445,1,1.89364
tweet446,1,2.70293
tweet447,0,0.07830
tweet448,1,0.78349
tweet449,1,2.18987
tweet450,1,1.39146
tweet451,0,0.32201
tweet452,0,0.81633
tweet453,0,0.29716
tweet454,0,0.09575
tweet455,0,0.35087
tweet456,0,0.00562
tweet457,0,0.15463
tweet458,1,1.02708
tweet459,0,0.58951
tweet460,0,0.01378
tweet461,0,0.24221
tweet462,0,0.12781
tweet463,0,0.11513
tweet464,0,0.02819
tweet465,0,1.27641
tweet466,1,0.82204
tweet467,0,-0.07125
tweet468,0,0.36636
tweet469,1,1.47451
tweet470,0,0.39691
tweet471,0,0.19918
tweet472,0,0.06590
tweet473,0,-0.00940
tweet474,0,0.13037
tweet475,0,0.53007
tweet476,1,2.18694
tweet477,0,0.18705
tweet478,1,1.08703
tweet479,1,0.56322
tweet480,0,0.48481
tweet481,0,-0.06638
tweet482,1,2.07107
tweet483,0,0.20730
tweet484,1,1.93963
tweet485,1,1.39338
tweet486,0,0.80504
tweet487,0,-0.03448
tweet488,1,2.30384
tweet489,0,-0.19844
tweet490,0,-0.03692
tweet491,0,0.18662
tweet492,1,2.42460
tweet493,0,0.00912
tweet494,1,0.60420
tweet495,0,0.12264
tweet496,0,0.19232
tweet497,0,0.85241
tweet498,1,2.22467
tweet499,1,0.69068
tweet500,0,0.03340
tweet501,0,0.39600
tweet502,1,1.62183
tweet503,1,2.82635
tweet504,1,2.58796
tweet505,0,0.31008
tweet506,0,0.13447
tweet507,0,0.33079
tweet508,0,0.14634
tweet509,1,1.91497
tweet510,1,1.08882
tweet511,1,2.51721
tweet512,0,0.67931
tweet513,1,2.75370
tweet514,1,1.74673
tweet515,0,0.09960
tweet516,0,0.56708
tweet517,0,0.13014
tweet518,0,0.36952
tweet519,0,0.07590
tweet520,0,0.47485
tweet521,0,0.17529
tweet522,1,2.12769
tweet523,1,1.65556
tweet524,0,0.69141
tweet525,0,0.14723
tweet526,0,0.33218
tweet527,0,0.05152
tweet528,1,2.09316
tweet529,0,0.43339
tweet530,0,0.11034
tweet531,1,1.72589
tweet532,0,0.10124
tweet533,0,0.14343
tweet534,1,1.96021
tweet535,0,-0.10689
tweet536,1,2.27917
tweet537,0,0.08193
tweet538,0,0.32528
tweet539,0,0.05235
tweet540,1,1.98285
tweet541,1,1.46619
tweet542,0,0.30059
tweet543,1,0.58181
tweet544,1,2.32489
tweet545,1,1.17835
tweet546,0,0.40249
tweet547,0,0.12151
tweet548,1,1.73387
tweet549,1,1.65186
tweet550,0,0.61638
tweet551,1,1.73696
tweet552,0,0.04492
tweet553,1,2.29530
tweet554,1,0.92610
tweet555,0,0.06450
tweet556,1,1.00911
tweet557,1,1.62199
tweet558,1,1.70316
tweet559,0,0.08362
tweet560,0,1.13452
tweet561,0,0.36945
tweet562,1,1.35887
tweet563,0,0.49533
tweet564,0,0.20913
tweet565,1,1.64970
tweet566,0,0.74208
tweet567,0,0.02702
tweet568,0,0.35620
tweet569,0,0.06375
tweet570,0,1.49094
tweet571,1,1.00643
tweet572,0,0.01364
tweet573,1,2.36230
tweet574,1,0.48510
tweet575,1,1.42986
tweet576,1,2.28806
tweet577,0,0.26098
tweet578,0,0.59310
tweet579,1,2.36700
tweet580,1,1.02723
tweet581,1,1.12139
tweet582,0,-0.07082
tweet583,0,0.07807
tweet584,0,0.40586
tweet585,0,0.41683
tweet586,0,0.12309
tweet587,0,0.02689
tweet588,0,0.34195
tweet589,1,2.08938
tweet590,1,1.62321
tweet591,1,1.18696
tweet592,0,0.11774
tweet593,1,2.35935
tweet594,0,0.03630
tweet595,0,0.29422
tweet596,1,0.87866
tweet597,1,2.59463
tweet598,0,0.15292
tweet599,1,2.09666
tweet600,0,0.24241
tweet601,0,0.01707
tweet602,0,0.08834
tweet603,0,-0.00983
tweet604,1,1.27852
tweet605,0,-0.13846
tweet606,0,0.38474
tweet607,1,1.22481
tweet608,0,0.09613
tweet609,1,0.19235
tweet610,0,0.73251
tweet611,1,2.02095
tweet612,1,2.30553
tweet613,1,1.17224
tweet614,0,-0.14946
tweet615,0,0.13768
tweet616,0,0.60878
tweet617,1,2.04186
tweet618,0,0.18328
tweet619,0,0.00662
tweet620,0,0.83369
tweet621,1,1.38518
tweet622,0,0.05572
tweet623,0,0.09855
tweet624,1,1.90032
tweet625,0,0.33975
tweet626,0,0.10637
tweet627,1,2.11181
tweet628,0,0.15260
tweet629,1,1.41186
tweet630,1,2.00742
tweet631,0,-0.00757
tweet632,1,2.20353
tweet633,0,0.63108
tweet634,0,0.42578
tweet635,1,2.07121
tweet636,0,0.67272
tweet637,0,0.02854
tweet638,1,1.84627
tweet639,1,1.16153
tweet640,0,0.09463
tweet641,0,0.55320
tweet642,1,2.38631
tweet643,0,0.61748
tweet644,1,0.84141
tweet645,1,2.02730
tweet646,0,0.99492
tweet647,0,0.67066
tweet648,0,-0.00460
tweet649,0,0.20117
tweet650,0,0.25009
tweet651,1,2.37851
tweet652,0,0.18170
tweet653,1,1.53210
tweet654,1,1.85253
tweet655,1,1.29600
tweet656,1,1.56585
tweet657,1,2.16669
tweet658,1,0.50292
tweet659,1,1.78902
tweet660,0,0.12533
tweet661,0,0.13332
tweet662,1,2.30389
tweet663,1,0.96257
tweet664,0,0.30456
tweet665,1,1.97253
tweet666,0,-0.03549
tweet667,0,0.13481
tweet668,1,1.80287
tweet669,0,0.18428
tweet670,1,1.55306
tweet671,1,1.96085
tweet672,1,1.20348
tweet673,1,1.15507
tweet674,0,0.15621
tweet675,0,0.00381
tweet676,1,1.43122
tweet677,1,1.77795
tweet678,0,0.06842
tweet679,1,2.11000
tweet680,0,0.41310
tweet681,1,2.10323
tweet682,0,0.09684
tweet683,0,0.20000
tweet684,0,0.18821
tweet685,0,0.16405
tweet686,1,2.52960
tweet687,1,1.34387
tweet688,0,0.12028
tweet689,1,2.26678
tweet690,1,1.63359
tweet691,1,0.64242
tweet692,0,0.00008
tweet693,1,1.49081
tweet694,1,2.50707
tweet695,0,-0.02886
tweet696,0,0.07273
tweet697,1,1.06710
tweet698,1,0.89602
tweet699,1,1.78454
tweet700,0,0.31114
tweet701,1,2.01647
tweet702,0,0.08172
tweet703,0,-0.03461
tweet704,0,0.52062
tweet705,0,0.51201
tweet706,1,1.28234
tweet707,1,1.38878
tweet708,0,0.19351
tweet709,0,0.41697
tweet710,1,0.58813
tweet711,1,2.11088
tweet712,0,0.09128
tweet713,1,1.50503
tweet714,1,1.94861
tweet715,0,0.34044
tweet716,1,2.28094
tweet717,0,0.13931
tweet718,0,0.03578
tweet719,0,0.24397
tweet720,1,0.78924
tweet721,0,0.47544
tweet722,1,1.77505
tweet723,0,0.06111
tweet724,1,1.84292
tweet725,0,0.86978
tweet726,0,0.16153
tweet727,1,2.12360
tweet728,0,-0.07171
tweet729,1,2.21112
tweet730,1,1.45969
tweet731,0,0.90536
tweet732,1,1.78136
tweet733,0,1.54912
tweet734,0,0.16378
tweet735,1,2.03612
tweet736,0,0.12822
tweet737,1,0.75071
tweet738,0,0.06489
tweet739,1,2.24281
tweet740,0,0.83621
tweet741,0,0.25817
tweet742,0,0.97376
tweet743,0,-0.16538
tweet744,1,2.02746
tweet745,0,0.01397
tweet746,1,2.15916
tweet747,1,0.39778
tweet748,0,0.36002
tweet749,0,0.27322
tweet750,0,0.30506
tweet751,0,0.03888
tweet752,1,1.82430
tweet753,1,1.29211
tweet754,0,0.25990
tweet755,0,0.07120
tweet756,1,2.00498
tweet757,0,0.90959
tweet758,0,2.26304
tweet759,0,0.13213
tweet760,0,1.46698
tweet761,0,0.89882
tweet762,0,0.20447
tweet763,0,0.08698
tweet764,0,-0.11780
tweet765,1,1.64278
tweet766,0,0.29402
tweet767,0,0.51949
tweet768,0,-0.03619
tweet769,0,0.42109
tweet770,0,0.87405
tweet771,1,1.15344
tweet772,0,0.43586
tweet773,0,0.12577
tweet774,0,0.09839
tweet775,1,1.62919
tweet776,1,1.32547
tweet777,1,0.82687
tweet778,0,0.36319
tweet779,0,0.07307
tweet780,1,1.91269
tweet781,0,0.34689
tweet782,1,1.97852
tweet783,0,0.10707
tweet784,0,0.67183
tweet785,1,2.00477
tweet786,1,1.88615
tweet787,0,0.00403
tweet788,0,0.59785
tweet789,1,1.62558
tweet790,0,0.11503
tweet791,0,0.05721
tweet792,1,1.72753
tweet793,1,1.90069
tweet794,0,0.05558
tweet795,1,1.77994
tweet796,0,-0.03421
tweet797,1,2.59383
tweet798,0,0.54620
tweet799,1,2.00511
tweet800,1,2.40130
tweet801,0,0.35471
tweet802,1,1.96207
tweet803,1,1.99981
tweet804,1,2.12579
tweet805,0,0.11785
tweet806,0,1.55609
tweet807,0,0.34769
tweet808,0,0.32028
tweet809,0,0.04318
tweet810,1,1.05770
tweet811,1,0.97319
tweet812,1,2.38622
tweet813,0,0.48439
tweet814,0,0.30935
tweet815,0,-0.06872
tweet816,1,1.83225
tweet817,0,0.63548
tweet818,0,0.41326
tweet819,0,0.10179
tweet820,0,0.28436
tweet821,1,0.91496
tweet822,1,2.14610
tweet823,1,2.25890
tweet824,1,1.18191
tweet825,0,0.50648
tweet826,1,1.57327
tweet827,1,1.60902
tweet828,1,2.39446
tweet829,0,0.80142
tweet830,1,1.99474
tweet831,1,2.35202
tweet832,1,1.98116
tweet833,0,0.53455
tweet834,1,2.60487
tweet835,1,2.48630
tweet836,1,1.84293
tweet837,0,-0.21328
tweet838,0,0.42877
tweet839,0,1.48488
tweet840,0,0.56894
tweet841,1,1.72480
tweet842,0,0.17691
tweet843,0,0.15195
tweet844,0,0.11979
tweet845,0,0.72397
tweet846,0,0.98283
tweet847,0,-0.07161
tweet848,1,1.66785
tweet849,1,1.13046
tweet850,0,0.31937
tweet851,0,0.37903
tweet852,1,0.94519
tweet853,1,0.75488
tweet854,0,-0.07776
tweet855,0,0.29903
tweet856,0,0.28804
tweet857,0,0.13197
tweet858,1,0.75625
tweet859,1,1.32905
tweet860,0,0.50390
tweet861,0,0.16733
tweet862,0,0.01140
tweet863,1,2.50929
tweet864,0,-0.01584
tweet865,1,1.83387
tweet866,1,2.26073
tweet867,0,0.12275
tweet868,0,-0.04374
tweet869,0,-0.02361
tweet870,0,0.02708
tweet871,0,0.08882
tweet872,1,0.92141
tweet873,1,1.74844
tweet874,1,2.29899
tweet875,1,2.17040
tweet876,0,0.02560
tweet877,1,1.34267
tweet878,1,1.33892
tweet879,0,0.57153
tweet880,1,1.73332
tweet881,0,0.64645
tweet882,1,1.15808
tweet883,1,2.32335
tweet884,1,1.71420
tweet885,0,0.92370
tweet886,0,0.42739
tweet887,0,0.30693
tweet888,0,0.16497
tweet889,0,0.22531
tweet890,0,0.33972
tweet891,1,1.25613
tweet892,1,1.74839
tweet893,0,0.59656
tweet894,0,0.41189
tweet895,0,0.51455
tweet896,1,1.42012
tweet897,0,0.61904
tweet898,1,1.18032
tweet899,1,0.47151
tweet900,0,0.12627
tweet901,0,-0.03684
tweet902,1,1.92942
tweet903,0,0.21605
tweet904,1,1.30062
tweet905,1,2.47780
tweet906,1,0.61478
tweet907,1,1.08457
tweet908,0,-0.03530
tweet909,1,1.22571
tweet910,1,2.29352
tweet911,0,0.60101
tweet912,0,-0.11902
tweet913,0,0.05770
tweet914,0,0.51130
tweet915,1,2.06625
tweet916,0,0.02354
tweet917,0,-0.15343
tweet918,1,2.36645
tweet919,0,0.09550
tweet920,0,0.16412
tweet921,0,1.24527
tweet922,0,-0.00868
tweet923,1,2.37951
tweet924,0,-0.02274
tweet925,1,2.02890
tweet926,0,0.41624
tweet927,1,2.25051
tweet928,1,2.06626
tweet929,1,1.87959
tweet930,1,1.38724
tweet931,0,0.73502
tweet932,0,1.02535
tweet933,0,0.02178
tweet934,0,0.03566
tweet935,0,0.65378
tweet936,0,0.04359
tweet937,1,1.09570
tweet938,0,0.03870
tweet939,0,0.14114
tweet940,0,0.24217
tweet941,1,1.94247
tweet942,0,1.41345
tweet943,0,0.48689
tweet944,0,0.40689
tweet945,0,0.62005
tweet946,0,0.12466
tweet947,0,0.15663
tweet948,1,1.40996
tweet949,0,0.95837
tweet950,1,2.24928
tweet951,0,0.18805
tweet952,0,0.04626
tweet953,0,0.11737
tweet954,0,0.78554
tweet955,1,1.13573
tweet956,0,0.14374
tweet957,0,-0.07487
tweet958,0,0.02641
tweet959,0,0.02458
tweet960,1,0.94311
tweet961,1,2.12642
tweet962,0,0.03976
tweet963,1,1.91299
tweet964,0,-0.04991
tweet965,1,1.07828
tweet966,1,1.83991
tweet967,0,1.14882
tweet968,1,1.19154
tweet969,1,0.83822
tweet970,1,1.54312
tweet971,0,0.17077
tweet972,1,2.03224
tweet973,0,0.06502
tweet974,0,0.32277
tweet975,0,0.74860
tweet976,0,0.33859
tweet977,0,0.42386
tweet978,0,0.21766
tweet979,0,0.58236
tweet980,1,1.36129
tweet981,0,0.04066
tweet982,0,0.34808
tweet983,0,-0.07054
tweet984,1,2.12360
tweet985,0,0.06947
tweet986,0,0.07488
tweet987,1,1.78091
tweet988,0,0.51654
tweet989,1,0.34038
tweet990,1,2.15124
tweet991,1,1.18183
tweet992,1,2.03721
tweet993,0,0.00437
tweet994,1,1.83751
tweet995,0,0.69686
tweet996,1,1.18840
tweet997,1,1.44866
tweet998,0,0.63043
tweet999,0,0.99595
tweet1000,1,0.84975
tweet1001,1,1.08891
tweet1002,0,1.04945
tweet1003,1,1.32541
tweet1004,0,0.69479
tweet1005,1,1.13332
tweet1006,0,-0.13164
tweet1007,1,2.13525
tweet1008,0,-0.03926
tweet1009,0,0.10844
tweet1010,1,0.98664
tweet1011,1,0.32411
tweet1012,1,1.97933
tweet1013,0,0.34988
tweet1014,1,1.41230
tweet1015,1,2.08189
tweet1016,0,0.48909
tweet1017,0,0.36211
tweet1018,1,2.09770
tweet1019,0,0.08025
tweet1020,0,0.16962
tweet1021,1,1.43643
tweet1022,0,0.72498
tweet1023,0,0.50511
tweet1024,0,0.14561
tweet1025,1,1.96263
tweet1026,1,1.62446
tweet1027,1,1.98499
tweet1028,0,0.10250
tweet1029,1,1.19361
tweet1030,0,0.03519
tweet1031,0,0.16513
tweet1032,1,1.74187
tweet1033,0,0.48619
tweet1034,0,0.13941
tweet1035,0,-0.00980
tweet1036,0,0.66513
tweet1037,1,1.12298
tweet1038,1,0.54687
tweet1039,1,1.27464
tweet1040,0,0.33986
tweet1041,1,1.68537
tweet1042,0,0.00547
tweet1043,0,-0.02398
tweet1044,1,1.48455
tweet1045,0,0.62413
tweet1046,0,-0.07453
tweet1047,1,0.86488
tweet1048,1,2.04926
tweet1049,0,0.06677
tweet1050,1,2.24213
tweet1051,1,2.01528
tweet1052,0,0.13027
tweet1053,1,1.87984
tweet1054,1,2.21914
tweet1055,0,-0.01437
tweet1056,1,1.09471
tweet1057,0,0.30304
tweet1058,1,2.37233
tweet1059,1,1.97795
tweet1060,1,1.74744
tweet1061,0,0.42714
tweet1062,1,1.71168
tweet1063,0,0.34091
tweet1064,0,0.09905
tweet1065,1,2.19818
tweet1066,0,0.36467
tweet1067,0,-0.00003
tweet1068,0,1.05900
tweet1069,0,-0.02837
tweet1070,0,-0.04869
tweet1071,0,0.16632
tweet1072,1,2.08444
tweet1073,1,2.16159
tweet1074,1,1.95949
tweet1075,0,0.30590
tweet1076,1,2.66342
tweet1077,0,-0.03034
tweet1078,0,0.41099
tweet1079,0,0.08797
tweet1080,1,1.99359
tweet1081,1,1.95356
tweet1082,1,1.41389
tweet1083,1,2.11032
tweet1084,0,0.31945
tweet1085,1,1.29789
tweet1086,0,0.25376
tweet1087,0,0.42377
tweet1088,1,2.28740
tweet1089,0,0.03755
tweet1090,0,0.81131
tweet1091,1,2.45339
tweet1092,0,0.13127
tweet1093,1,2.21508
tweet1094,0,0.12937
tweet1095,0,0.50781
tweet1096,0,-0.02574
tweet1097,1,2.55284
tweet1098,0,0.77435
tweet1099,1,2.05598
tweet1100,1,2.47067
tweet1101,0,0.59521
tweet1102,0,0.13794
tweet1103,0,0.18278
tweet1104,1,2.10435
tweet1105,0,0.42311
tweet1106,1,2.50168
tweet1107,0,0.27684
tweet1108,0,0.41702
tweet1109,0,0.05149
tweet1110,0,0.00653
tweet1111,1,1.21533
tweet1112,1,2.04837
tweet1113,0,0.31806
tweet1114,0,0.18480
tweet1115,1,1.50461
tweet1116,0,0.18838
tweet1117,1,2.12542
tweet1118,0,0.30027
tweet1119,0,0.74833
tweet1120,1,1.13095
tweet1121,0,0.51909
tweet1122,0,0.10003
tweet1123,0,0.22908
tweet1124,0,0.64056
tweet1125,1,1.69945
tweet1126,0,0.69249
tweet1127,0,0.11433
tweet1128,1,1.75177
tweet1129,1,1.39066
tweet1130,1,1.46683
tweet1131,0,0.29634
tweet1132,1,1.42656
tweet1133,0,0.29060
tweet1134,1,0.83744
tweet1135,1,2.12588
tweet1136,0,0.51940
tweet1137,1,1.95820
tweet1138,1,1.22547
tweet1139,1,1.77551
tweet1140,0,0.37428
tweet1141,1,2.06081
tweet1142,1,2.27232
tweet1143,0,0.07385
tweet1144,0,0.38950
tweet1145,0,0.24064
tweet1146,1,1.25988
